target_pref_name,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_transformed
SARS coronavirus 3C-like proteinase,CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.515,5.059300000000004,1.0,5.0,4.389999976337708
SARS coronavirus 3C-like proteinase,CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.515,5.059300000000004,1.0,5.0,4.3979400086720375
SARS coronavirus 3C-like proteinase,CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,1.0,6.0,4.820000071285178
SARS coronavirus 3C-like proteinase,CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,1.0,6.0,4.823908740944319
SARS coronavirus 3C-like proteinase,CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,1.0,6.0,4.820000071285178
SARS coronavirus 3C-like proteinase,CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,1.0,6.0,4.823908740944319
SARS coronavirus 3C-like proteinase,CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,4.920000156997057
SARS coronavirus 3C-like proteinase,CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,4.920818753952375
SARS coronavirus 3C-like proteinase,CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,inactive,334.3570000000001,2.43804,2.0,7.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,inactive,334.3570000000001,2.43804,2.0,7.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,1.0,4.0,3.3000000031431456
SARS coronavirus 3C-like proteinase,CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,1.0,4.0,3.3010299956639813
SARS coronavirus 3C-like proteinase,CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,1.0,5.0,3.389999997659038
SARS coronavirus 3C-like proteinase,CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,1.0,5.0,3.397940008672037
SARS coronavirus 3C-like proteinase,CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,2.0,6.0,3.44999999906189
SARS coronavirus 3C-like proteinase,CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,2.0,6.0,3.4559319556497243
SARS coronavirus 3C-like proteinase,CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,2.0,6.0,3.520000002933981
SARS coronavirus 3C-like proteinase,CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,2.0,6.0,3.5228787452803374
SARS coronavirus 3C-like proteinase,CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,0.0,6.0,3.520000002933981
SARS coronavirus 3C-like proteinase,CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,0.0,6.0,3.5228787452803374
SARS coronavirus 3C-like proteinase,CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,2.0,6.0,3.690000009501577
SARS coronavirus 3C-like proteinase,CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,2.0,6.0,3.6989700043360183
SARS coronavirus 3C-like proteinase,CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,2.0,6.0,3.690000009501577
SARS coronavirus 3C-like proteinase,CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,2.0,6.0,3.6989700043360183
SARS coronavirus 3C-like proteinase,CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.0720000000002,6.686700000000005,1.0,7.0,3.690000009501577
SARS coronavirus 3C-like proteinase,CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.0720000000002,6.686700000000005,1.0,7.0,3.6989700043360183
SARS coronavirus 3C-like proteinase,CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,2.0,6.0,3.690000009501577
SARS coronavirus 3C-like proteinase,CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,2.0,6.0,3.6989700043360183
SARS coronavirus 3C-like proteinase,CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,inactive,434.4770000000002,3.662880000000002,2.0,8.0,4.219999989963101
SARS coronavirus 3C-like proteinase,CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,inactive,434.4770000000002,3.662880000000002,2.0,8.0,4.221848749616356
SARS coronavirus 3C-like proteinase,CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,inactive,471.5200000000002,2.10768,3.0,9.0,4.389999976337708
SARS coronavirus 3C-like proteinase,CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,inactive,471.5200000000002,2.10768,3.0,9.0,4.3979400086720375
SARS coronavirus 3C-like proteinase,CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,337.83200000000005,3.518900000000002,2.0,5.0,4.519999959791458
SARS coronavirus 3C-like proteinase,CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,337.83200000000005,3.518900000000002,2.0,5.0,4.522878745280337
SARS coronavirus 3C-like proteinase,CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,inactive,422.8970000000001,5.182800000000002,1.0,6.0,4.820000071285178
SARS coronavirus 3C-like proteinase,CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,inactive,422.8970000000001,5.182800000000002,1.0,6.0,4.823908740944319
SARS coronavirus 3C-like proteinase,CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,inactive,460.00900000000007,5.416220000000003,1.0,8.0,4.849999859991125
SARS coronavirus 3C-like proteinase,CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,inactive,460.00900000000007,5.416220000000003,1.0,8.0,4.853871964321762
SARS coronavirus 3C-like proteinase,CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,4.950000175844591
SARS coronavirus 3C-like proteinase,CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,4.958607314841775
SARS coronavirus 3C-like proteinase,CHEMBL377150,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,inactive,509.966,6.008600000000003,1.0,7.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL377150,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,inactive,509.966,6.008600000000003,1.0,7.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL212454,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,active,565.041,6.101200000000001,0.0,6.0,6.045757490560675
SARS coronavirus 3C-like proteinase,CHEMBL380403,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(Cl)cc1,inactive,365.716,4.099800000000001,0.0,4.0,4.920818753952375
SARS coronavirus 3C-like proteinase,CHEMBL212504,Cc1nc(S(=O)(=O)c2ccccc2)c(C#N)c(C)c1[N+](=O)[O-],inactive,317.3260000000001,2.3111200000000007,0.0,6.0,4.886056647693163
SARS coronavirus 3C-like proteinase,CHEMBL211969,Cc1ccc(S(=O)(=O)c2nc(C)c([N+](=O)[O-])c(C)c2C#N)cc1,inactive,331.35300000000007,2.6195400000000006,0.0,6.0,4.886056647693163
SARS coronavirus 3C-like proteinase,CHEMBL384739,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(Cl)cc2)[n+]([O-])c1,inactive,314.706,1.7143999999999997,0.0,5.0,4.823908740944319
SARS coronavirus 3C-like proteinase,CHEMBL215732,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,inactive,494.5290000000002,3.933860000000003,2.0,10.0,4.795880017344075
SARS coronavirus 3C-like proteinase,CHEMBL212240,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,inactive,436.07700000000006,3.448200000000001,2.0,4.0,4.795880017344075
SARS coronavirus 3C-like proteinase,CHEMBL377253,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,inactive,304.32300000000004,2.4202000000000004,1.0,4.0,4.795880017344075
SARS coronavirus 3C-like proteinase,CHEMBL215397,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,inactive,308.271,2.3358,0.0,6.0,4.6020599913279625
SARS coronavirus 3C-like proteinase,CHEMBL378342,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,inactive,588.6350000000002,4.012900000000003,2.0,12.0,4.494850021680094
SARS coronavirus 3C-like proteinase,CHEMBL212190,Cc1oc(C(C)(C)C)cc1-c1cc(NS(=O)(=O)c2cccs2)[nH]n1,inactive,365.48,4.137920000000002,2.0,5.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL378700,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,inactive,379.4880000000001,3.278200000000001,2.0,6.0,4.823908740944319
SARS coronavirus 3C-like proteinase,CHEMBL212019,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,inactive,300.3830000000001,3.979980000000003,1.0,5.0,4.795880017344075
SARS coronavirus 3C-like proteinase,CHEMBL212399,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,inactive,360.424,3.1445000000000016,0.0,9.0,4.7447274948966935
SARS coronavirus 3C-like proteinase,CHEMBL215733,O=S(=O)(Cc1[nH]c(-c2ccc(Cl)s2)c[s+]1)c1cccs1.[Br-],inactive,442.83400000000006,1.7786,1.0,4.0,4.7447274948966935
SARS coronavirus 3C-like proteinase,CHEMBL375130,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],inactive,334.4260000000001,4.038820000000003,1.0,7.0,4.698970004336019
SARS coronavirus 3C-like proteinase,CHEMBL214372,O=C(Cc1nccs1)c1nccs1,inactive,210.283,2.025,0.0,5.0,4.3979400086720375
SARS coronavirus 3C-like proteinase,CHEMBL212218,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,active,459.1850000000002,4.969820000000001,0.0,6.0,6.522878745280337
SARS coronavirus 3C-like proteinase,CHEMBL222840,O=C(Oc1cncc(Cl)c1)c1ccco1,active,223.615,2.5472,0.0,4.0,7.221848749616356
SARS coronavirus 3C-like proteinase,CHEMBL222769,O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,active,334.158,4.867600000000002,0.0,4.0,7.200659450546418
SARS coronavirus 3C-like proteinase,CHEMBL222735,COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,active,263.68,2.962800000000001,0.0,4.0,6.468521082957745
SARS coronavirus 3C-like proteinase,CHEMBL222628,O=C(Oc1cncc(Cl)c1)c1cscn1,active,240.671,2.4107000000000003,0.0,5.0,6.568636235841013
SARS coronavirus 3C-like proteinase,CHEMBL222893,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,active,289.74300000000005,4.168900000000002,0.0,4.0,7.022276394711152
SARS coronavirus 3C-like proteinase,CHEMBL225515,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,active,272.69100000000003,3.435500000000001,1.0,3.0,7.187086643357144
SARS coronavirus 3C-like proteinase,CHEMBL222234,O=C(Oc1cncc(Br)c1)c1ccco1,active,268.066,2.6563000000000008,0.0,4.0,7.301029995663981
